CONCEPT_ID,PARENT_CONCEPT_ID,LEVEL,TRAIT_DESCRIPTION,"SYS_CONNECT_BY_PATH(C1.TRAIT_DESCRIPTION,':')",IsLeaf
12492,1249,5,No IBS,:Comorbidities:Gastrointestinal Diseases:Inflammatory Bowel Diseases:Irritable Bowel Syndrome:No IBS,1
12501,1250,5,Known Stomach Ulcer,:Medical History:Comorbidities:Gastrointestinal Diseases:Stomach Ulcer:Known Stomach Ulcer,1
12502,1250,5,No Stomach Ulcer,:Medical History:Comorbidities:Gastrointestinal Diseases:Stomach Ulcer:No Stomach Ulcer,1
12501,1250,2,Known Stomach Ulcer,:Stomach Ulcer:Known Stomach Ulcer,1
12502,1250,2,No Stomach Ulcer,:Stomach Ulcer:No Stomach Ulcer,1
12501,1250,1,Known Stomach Ulcer,:Known Stomach Ulcer,1
12502,1250,1,No Stomach Ulcer,:No Stomach Ulcer,1
12501,1250,3,Known Stomach Ulcer,:Gastrointestinal Diseases:Stomach Ulcer:Known Stomach Ulcer,1
12502,1250,3,No Stomach Ulcer,:Gastrointestinal Diseases:Stomach Ulcer:No Stomach Ulcer,1
12501,1250,4,Known Stomach Ulcer,:Comorbidities:Gastrointestinal Diseases:Stomach Ulcer:Known Stomach Ulcer,1
12502,1250,4,No Stomach Ulcer,:Comorbidities:Gastrointestinal Diseases:Stomach Ulcer:No Stomach Ulcer,1
1252,1251,4,Anxiety Disorders,:Medical History:Comorbidities:Mental Disorders:Anxiety Disorders,0
1265,1251,4,Schizophrenia and Disorders with Psychotic Features,:Medical History:Comorbidities:Mental Disorders:Schizophrenia and Disorders with Psychotic Features,0
1258,1251,4,Intellectual Disabilities,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities,0
1257,1251,4,Learning Disorders,:Medical History:Comorbidities:Mental Disorders:Learning Disorders,0
1255,1251,4,Attention Deficit Disorder with Hyperactivity,:Medical History:Comorbidities:Mental Disorders:Attention Deficit Disorder with Hyperactivity,0
1256,1251,4,Childhood Disintegrative Disorder,:Medical History:Comorbidities:Mental Disorders:Childhood Disintegrative Disorder,0
1262,1251,4,Mood Disorders,:Medical History:Comorbidities:Mental Disorders:Mood Disorders,0
1265,1251,1,Schizophrenia and Disorders with Psychotic Features,:Schizophrenia and Disorders with Psychotic Features,0
1258,1251,1,Intellectual Disabilities,:Intellectual Disabilities,0
1257,1251,1,Learning Disorders,:Learning Disorders,0
1255,1251,1,Attention Deficit Disorder with Hyperactivity,:Attention Deficit Disorder with Hyperactivity,0
1256,1251,1,Childhood Disintegrative Disorder,:Childhood Disintegrative Disorder,0
1262,1251,1,Mood Disorders,:Mood Disorders,0
1252,1251,1,Anxiety Disorders,:Anxiety Disorders,0
1252,1251,2,Anxiety Disorders,:Mental Disorders:Anxiety Disorders,0
1265,1251,2,Schizophrenia and Disorders with Psychotic Features,:Mental Disorders:Schizophrenia and Disorders with Psychotic Features,0
1258,1251,2,Intellectual Disabilities,:Mental Disorders:Intellectual Disabilities,0
1257,1251,2,Learning Disorders,:Mental Disorders:Learning Disorders,0
1255,1251,2,Attention Deficit Disorder with Hyperactivity,:Mental Disorders:Attention Deficit Disorder with Hyperactivity,0
1256,1251,2,Childhood Disintegrative Disorder,:Mental Disorders:Childhood Disintegrative Disorder,0
1262,1251,2,Mood Disorders,:Mental Disorders:Mood Disorders,0
1265,1251,3,Schizophrenia and Disorders with Psychotic Features,:Comorbidities:Mental Disorders:Schizophrenia and Disorders with Psychotic Features,0
1258,1251,3,Intellectual Disabilities,:Comorbidities:Mental Disorders:Intellectual Disabilities,0
1257,1251,3,Learning Disorders,:Comorbidities:Mental Disorders:Learning Disorders,0
1255,1251,3,Attention Deficit Disorder with Hyperactivity,:Comorbidities:Mental Disorders:Attention Deficit Disorder with Hyperactivity,0
1256,1251,3,Childhood Disintegrative Disorder,:Comorbidities:Mental Disorders:Childhood Disintegrative Disorder,0
1262,1251,3,Mood Disorders,:Comorbidities:Mental Disorders:Mood Disorders,0
1252,1251,3,Anxiety Disorders,:Comorbidities:Mental Disorders:Anxiety Disorders,0
1253,1252,5,Obsessive-Compulsive Disorder,:Medical History:Comorbidities:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder,0
1254,1252,5,Post-Traumatic Stress Disorders,:Medical History:Comorbidities:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders,0
1254,1252,2,Post-Traumatic Stress Disorders,:Anxiety Disorders:Post-Traumatic Stress Disorders,0
1253,1252,1,Obsessive-Compulsive Disorder,:Obsessive-Compulsive Disorder,0
1254,1252,1,Post-Traumatic Stress Disorders,:Post-Traumatic Stress Disorders,0
1253,1252,2,Obsessive-Compulsive Disorder,:Anxiety Disorders:Obsessive-Compulsive Disorder,0
1253,1252,3,Obsessive-Compulsive Disorder,:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder,0
1254,1252,3,Post-Traumatic Stress Disorders,:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders,0
1254,1252,4,Post-Traumatic Stress Disorders,:Comorbidities:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders,0
1253,1252,4,Obsessive-Compulsive Disorder,:Comorbidities:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder,0
12531,1253,6,Known OCD,:Medical History:Comorbidities:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder:Known OCD,1
12532,1253,6,No OCD,:Medical History:Comorbidities:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder:No OCD,1
12532,1253,3,No OCD,:Anxiety Disorders:Obsessive-Compulsive Disorder:No OCD,1
12531,1253,2,Known OCD,:Obsessive-Compulsive Disorder:Known OCD,1
12532,1253,2,No OCD,:Obsessive-Compulsive Disorder:No OCD,1
12531,1253,1,Known OCD,:Known OCD,1
12532,1253,1,No OCD,:No OCD,1
12531,1253,3,Known OCD,:Anxiety Disorders:Obsessive-Compulsive Disorder:Known OCD,1
12531,1253,4,Known OCD,:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder:Known OCD,1
12532,1253,4,No OCD,:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder:No OCD,1
12531,1253,5,Known OCD,:Comorbidities:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder:Known OCD,1
12532,1253,5,No OCD,:Comorbidities:Mental Disorders:Anxiety Disorders:Obsessive-Compulsive Disorder:No OCD,1
12541,1254,6,Known PTSD,:Medical History:Comorbidities:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders:Known PTSD,1
12542,1254,6,No PTSD,:Medical History:Comorbidities:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders:No PTSD,1
12541,1254,3,Known PTSD,:Anxiety Disorders:Post-Traumatic Stress Disorders:Known PTSD,1
12542,1254,3,No PTSD,:Anxiety Disorders:Post-Traumatic Stress Disorders:No PTSD,1
12541,1254,2,Known PTSD,:Post-Traumatic Stress Disorders:Known PTSD,1
12542,1254,2,No PTSD,:Post-Traumatic Stress Disorders:No PTSD,1
12541,1254,1,Known PTSD,:Known PTSD,1
12542,1254,1,No PTSD,:No PTSD,1
12541,1254,4,Known PTSD,:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders:Known PTSD,1
12542,1254,4,No PTSD,:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders:No PTSD,1
12541,1254,5,Known PTSD,:Comorbidities:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders:Known PTSD,1
12542,1254,5,No PTSD,:Comorbidities:Mental Disorders:Anxiety Disorders:Post-Traumatic Stress Disorders:No PTSD,1
12551,1255,4,Attention Deficit Disorder,:Comorbidities:Mental Disorders:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder,0
12554,1255,4,Attention Deficit Disorder with Hyperactivity,:Comorbidities:Mental Disorders:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder with Hyperactivity,0
12551,1255,3,Attention Deficit Disorder,:Mental Disorders:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder,0
12554,1255,3,Attention Deficit Disorder with Hyperactivity,:Mental Disorders:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder with Hyperactivity,0
12551,1255,2,Attention Deficit Disorder,:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder,0
12554,1255,2,Attention Deficit Disorder with Hyperactivity,:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder with Hyperactivity,0
12551,1255,1,Attention Deficit Disorder,:Attention Deficit Disorder,0
12554,1255,1,Attention Deficit Disorder with Hyperactivity,:Attention Deficit Disorder with Hyperactivity,0
12551,1255,5,Attention Deficit Disorder,:Medical History:Comorbidities:Mental Disorders:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder,0
12554,1255,5,Attention Deficit Disorder with Hyperactivity,:Medical History:Comorbidities:Mental Disorders:Attention Deficit Disorder with Hyperactivity:Attention Deficit Disorder with Hyperactivity,0
12561,1256,4,Known CDD,:Comorbidities:Mental Disorders:Childhood Disintegrative Disorder:Known CDD,1
12562,1256,4,No CDD,:Comorbidities:Mental Disorders:Childhood Disintegrative Disorder:No CDD,1
12561,1256,3,Known CDD,:Mental Disorders:Childhood Disintegrative Disorder:Known CDD,1
12562,1256,3,No CDD,:Mental Disorders:Childhood Disintegrative Disorder:No CDD,1
12561,1256,2,Known CDD,:Childhood Disintegrative Disorder:Known CDD,1
12562,1256,2,No CDD,:Childhood Disintegrative Disorder:No CDD,1
12561,1256,1,Known CDD,:Known CDD,1
12562,1256,1,No CDD,:No CDD,1
12561,1256,5,Known CDD,:Medical History:Comorbidities:Mental Disorders:Childhood Disintegrative Disorder:Known CDD,1
12562,1256,5,No CDD,:Medical History:Comorbidities:Mental Disorders:Childhood Disintegrative Disorder:No CDD,1
12571,1257,4,Known Learning Disorders,:Comorbidities:Mental Disorders:Learning Disorders:Known Learning Disorders,1
12572,1257,4,No Learning Disorders,:Comorbidities:Mental Disorders:Learning Disorders:No Learning Disorders,1
12571,1257,3,Known Learning Disorders,:Mental Disorders:Learning Disorders:Known Learning Disorders,1
12572,1257,3,No Learning Disorders,:Mental Disorders:Learning Disorders:No Learning Disorders,1
12571,1257,2,Known Learning Disorders,:Learning Disorders:Known Learning Disorders,1
12572,1257,2,No Learning Disorders,:Learning Disorders:No Learning Disorders,1
12571,1257,1,Known Learning Disorders,:Known Learning Disorders,1
12572,1257,1,No Learning Disorders,:No Learning Disorders,1
12571,1257,5,Known Learning Disorders,:Medical History:Comorbidities:Mental Disorders:Learning Disorders:Known Learning Disorders,1
12572,1257,5,No Learning Disorders,:Medical History:Comorbidities:Mental Disorders:Learning Disorders:No Learning Disorders,1
1259,1258,4,Down Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Down Syndrome,0
1261,1258,4,Prader-Willi Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome,0
1260,1258,4,Fragile X Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome,0
1259,1258,3,Down Syndrome,:Mental Disorders:Intellectual Disabilities:Down Syndrome,0
1261,1258,3,Prader-Willi Syndrome,:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome,0
1260,1258,3,Fragile X Syndrome,:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome,0
1259,1258,1,Down Syndrome,:Down Syndrome,0
1259,1258,2,Down Syndrome,:Intellectual Disabilities:Down Syndrome,0
1261,1258,2,Prader-Willi Syndrome,:Intellectual Disabilities:Prader-Willi Syndrome,0
1260,1258,2,Fragile X Syndrome,:Intellectual Disabilities:Fragile X Syndrome,0
1261,1258,1,Prader-Willi Syndrome,:Prader-Willi Syndrome,0
1260,1258,1,Fragile X Syndrome,:Fragile X Syndrome,0
1259,1258,5,Down Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Down Syndrome,0
1261,1258,5,Prader-Willi Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome,0
1260,1258,5,Fragile X Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome,0
12591,1259,5,Known Down Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Down Syndrome:Known Down Syndrome,1
12592,1259,5,No Down Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Down Syndrome:No Down Syndrome,1
12591,1259,4,Known Down Syndrome,:Mental Disorders:Intellectual Disabilities:Down Syndrome:Known Down Syndrome,1
12592,1259,4,No Down Syndrome,:Mental Disorders:Intellectual Disabilities:Down Syndrome:No Down Syndrome,1
12591,1259,2,Known Down Syndrome,:Down Syndrome:Known Down Syndrome,1
12592,1259,2,No Down Syndrome,:Down Syndrome:No Down Syndrome,1
12591,1259,1,Known Down Syndrome,:Known Down Syndrome,1
12592,1259,1,No Down Syndrome,:No Down Syndrome,1
12591,1259,3,Known Down Syndrome,:Intellectual Disabilities:Down Syndrome:Known Down Syndrome,1
12592,1259,3,No Down Syndrome,:Intellectual Disabilities:Down Syndrome:No Down Syndrome,1
12591,1259,6,Known Down Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Down Syndrome:Known Down Syndrome,1
12592,1259,6,No Down Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Down Syndrome:No Down Syndrome,1
12601,1260,5,Known Fragile X Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome:Known Fragile X Syndrome,1
12602,1260,5,No Fragile X Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome:No Fragile X Syndrome,1
12601,1260,4,Known Fragile X Syndrome,:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome:Known Fragile X Syndrome,1
12602,1260,4,No Fragile X Syndrome,:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome:No Fragile X Syndrome,1
12602,1260,3,No Fragile X Syndrome,:Intellectual Disabilities:Fragile X Syndrome:No Fragile X Syndrome,1
12601,1260,1,Known Fragile X Syndrome,:Known Fragile X Syndrome,1
12602,1260,1,No Fragile X Syndrome,:No Fragile X Syndrome,1
12601,1260,3,Known Fragile X Syndrome,:Intellectual Disabilities:Fragile X Syndrome:Known Fragile X Syndrome,1
12601,1260,2,Known Fragile X Syndrome,:Fragile X Syndrome:Known Fragile X Syndrome,1
12602,1260,2,No Fragile X Syndrome,:Fragile X Syndrome:No Fragile X Syndrome,1
12601,1260,6,Known Fragile X Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome:Known Fragile X Syndrome,1
12602,1260,6,No Fragile X Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Fragile X Syndrome:No Fragile X Syndrome,1
12611,1261,5,Known Prader-Willi Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome:Known Prader-Willi Syndrome,1
12612,1261,5,No Prader-Willi Syndrome,:Comorbidities:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome:No Prader-Willi Syndrome,1
12611,1261,4,Known Prader-Willi Syndrome,:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome:Known Prader-Willi Syndrome,1
12612,1261,4,No Prader-Willi Syndrome,:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome:No Prader-Willi Syndrome,1
12611,1261,1,Known Prader-Willi Syndrome,:Known Prader-Willi Syndrome,1
12612,1261,1,No Prader-Willi Syndrome,:No Prader-Willi Syndrome,1
12611,1261,3,Known Prader-Willi Syndrome,:Intellectual Disabilities:Prader-Willi Syndrome:Known Prader-Willi Syndrome,1
12612,1261,3,No Prader-Willi Syndrome,:Intellectual Disabilities:Prader-Willi Syndrome:No Prader-Willi Syndrome,1
12611,1261,2,Known Prader-Willi Syndrome,:Prader-Willi Syndrome:Known Prader-Willi Syndrome,1
12612,1261,2,No Prader-Willi Syndrome,:Prader-Willi Syndrome:No Prader-Willi Syndrome,1
12611,1261,6,Known Prader-Willi Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome:Known Prader-Willi Syndrome,1
12612,1261,6,No Prader-Willi Syndrome,:Medical History:Comorbidities:Mental Disorders:Intellectual Disabilities:Prader-Willi Syndrome:No Prader-Willi Syndrome,1
1263,1262,4,Bipolar Disorder,:Comorbidities:Mental Disorders:Mood Disorders:Bipolar Disorder,0
1264,1262,4,Depressive Disorder,:Comorbidities:Mental Disorders:Mood Disorders:Depressive Disorder,0
1263,1262,3,Bipolar Disorder,:Mental Disorders:Mood Disorders:Bipolar Disorder,0
1263,1262,2,Bipolar Disorder,:Mood Disorders:Bipolar Disorder,0
1264,1262,2,Depressive Disorder,:Mood Disorders:Depressive Disorder,0
1264,1262,3,Depressive Disorder,:Mental Disorders:Mood Disorders:Depressive Disorder,0
1263,1262,1,Bipolar Disorder,:Bipolar Disorder,0
1264,1262,1,Depressive Disorder,:Depressive Disorder,0
1263,1262,5,Bipolar Disorder,:Medical History:Comorbidities:Mental Disorders:Mood Disorders:Bipolar Disorder,0
1264,1262,5,Depressive Disorder,:Medical History:Comorbidities:Mental Disorders:Mood Disorders:Depressive Disorder,0
12631,1263,5,Known Bipolar Disorder,:Comorbidities:Mental Disorders:Mood Disorders:Bipolar Disorder:Known Bipolar Disorder,1
12632,1263,5,No Bipolar Disorder,:Comorbidities:Mental Disorders:Mood Disorders:Bipolar Disorder:No Bipolar Disorder,1
12631,1263,3,Known Bipolar Disorder,:Mood Disorders:Bipolar Disorder:Known Bipolar Disorder,1
12632,1263,3,No Bipolar Disorder,:Mood Disorders:Bipolar Disorder:No Bipolar Disorder,1
12631,1263,4,Known Bipolar Disorder,:Mental Disorders:Mood Disorders:Bipolar Disorder:Known Bipolar Disorder,1
12632,1263,4,No Bipolar Disorder,:Mental Disorders:Mood Disorders:Bipolar Disorder:No Bipolar Disorder,1
12631,1263,2,Known Bipolar Disorder,:Bipolar Disorder:Known Bipolar Disorder,1
12632,1263,2,No Bipolar Disorder,:Bipolar Disorder:No Bipolar Disorder,1
12631,1263,1,Known Bipolar Disorder,:Known Bipolar Disorder,1
12632,1263,1,No Bipolar Disorder,:No Bipolar Disorder,1
12631,1263,6,Known Bipolar Disorder,:Medical History:Comorbidities:Mental Disorders:Mood Disorders:Bipolar Disorder:Known Bipolar Disorder,1
12632,1263,6,No Bipolar Disorder,:Medical History:Comorbidities:Mental Disorders:Mood Disorders:Bipolar Disorder:No Bipolar Disorder,1
12641,1264,5,Known Depressive Disorder,:Comorbidities:Mental Disorders:Mood Disorders:Depressive Disorder:Known Depressive Disorder,1
12642,1264,5,No Depressive Disorder,:Comorbidities:Mental Disorders:Mood Disorders:Depressive Disorder:No Depressive Disorder,1
12641,1264,3,Known Depressive Disorder,:Mood Disorders:Depressive Disorder:Known Depressive Disorder,1
12642,1264,3,No Depressive Disorder,:Mood Disorders:Depressive Disorder:No Depressive Disorder,1
12641,1264,4,Known Depressive Disorder,:Mental Disorders:Mood Disorders:Depressive Disorder:Known Depressive Disorder,1
12642,1264,4,No Depressive Disorder,:Mental Disorders:Mood Disorders:Depressive Disorder:No Depressive Disorder,1
12641,1264,2,Known Depressive Disorder,:Depressive Disorder:Known Depressive Disorder,1
12642,1264,2,No Depressive Disorder,:Depressive Disorder:No Depressive Disorder,1
12641,1264,1,Known Depressive Disorder,:Known Depressive Disorder,1
12642,1264,1,No Depressive Disorder,:No Depressive Disorder,1
12641,1264,6,Known Depressive Disorder,:Medical History:Comorbidities:Mental Disorders:Mood Disorders:Depressive Disorder:Known Depressive Disorder,1
12642,1264,6,No Depressive Disorder,:Medical History:Comorbidities:Mental Disorders:Mood Disorders:Depressive Disorder:No Depressive Disorder,1
12651,1265,4,Schizophrenia,:Comorbidities:Mental Disorders:Schizophrenia and Disorders with Psychotic Features:Schizophrenia,0
12654,1265,4,Disorders with Psychotic Features,:Comorbidities:Mental Disorders:Schizophrenia and Disorders with Psychotic Features:Disorders with Psychotic Features,0
12651,1265,3,Schizophrenia,:Mental Disorders:Schizophrenia and Disorders with Psychotic Features:Schizophrenia,0
12654,1265,3,Disorders with Psychotic Features,:Mental Disorders:Schizophrenia and Disorders with Psychotic Features:Disorders with Psychotic Features,0
12651,1265,1,Schizophrenia,:Schizophrenia,0
12654,1265,1,Disorders with Psychotic Features,:Disorders with Psychotic Features,0
12651,1265,2,Schizophrenia,:Schizophrenia and Disorders with Psychotic Features:Schizophrenia,0
12654,1265,2,Disorders with Psychotic Features,:Schizophrenia and Disorders with Psychotic Features:Disorders with Psychotic Features,0
12651,1265,5,Schizophrenia,:Medical History:Comorbidities:Mental Disorders:Schizophrenia and Disorders with Psychotic Features:Schizophrenia,0
12654,1265,5,Disorders with Psychotic Features,:Medical History:Comorbidities:Mental Disorders:Schizophrenia and Disorders with Psychotic Features:Disorders with Psychotic Features,0
1267,1266,3,Central Nervous System Diseases,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases,0
1278,1266,3,Neurodegenerative Diseases,:Comorbidities:Nervous System Diseases:Neurodegenerative Diseases,0
1277,1266,3,Cranial Nerve Diseases,:Comorbidities:Nervous System Diseases:Cranial Nerve Diseases,0
1277,1266,2,Cranial Nerve Diseases,:Nervous System Diseases:Cranial Nerve Diseases,0
1267,1266,2,Central Nervous System Diseases,:Nervous System Diseases:Central Nervous System Diseases,0
1278,1266,2,Neurodegenerative Diseases,:Nervous System Diseases:Neurodegenerative Diseases,0
1267,1266,1,Central Nervous System Diseases,:Central Nervous System Diseases,0
1278,1266,1,Neurodegenerative Diseases,:Neurodegenerative Diseases,0
1277,1266,1,Cranial Nerve Diseases,:Cranial Nerve Diseases,0
1267,1266,4,Central Nervous System Diseases,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases,0
1278,1266,4,Neurodegenerative Diseases,:Medical History:Comorbidities:Nervous System Diseases:Neurodegenerative Diseases,0
1277,1266,4,Cranial Nerve Diseases,:Medical History:Comorbidities:Nervous System Diseases:Cranial Nerve Diseases,0
1268,1267,4,Angelman Syndrome,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome,0
1276,1267,4,Tourette Syndrome,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Tourette Syndrome,0
1274,1267,4,Migraine Disorders,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Migraine Disorders,0
1270,1267,4,Epilepsy,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Epilepsy,0
1269,1267,4,Cerebral Palsy,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy,0
1268,1267,3,Angelman Syndrome,:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome,0
1276,1267,3,Tourette Syndrome,:Nervous System Diseases:Central Nervous System Diseases:Tourette Syndrome,0
1274,1267,3,Migraine Disorders,:Nervous System Diseases:Central Nervous System Diseases:Migraine Disorders,0
1270,1267,3,Epilepsy,:Nervous System Diseases:Central Nervous System Diseases:Epilepsy,0
1269,1267,3,Cerebral Palsy,:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy,0
1268,1267,2,Angelman Syndrome,:Central Nervous System Diseases:Angelman Syndrome,0
1276,1267,2,Tourette Syndrome,:Central Nervous System Diseases:Tourette Syndrome,0
1274,1267,2,Migraine Disorders,:Central Nervous System Diseases:Migraine Disorders,0
1270,1267,2,Epilepsy,:Central Nervous System Diseases:Epilepsy,0
1269,1267,2,Cerebral Palsy,:Central Nervous System Diseases:Cerebral Palsy,0
1268,1267,1,Angelman Syndrome,:Angelman Syndrome,0
1276,1267,1,Tourette Syndrome,:Tourette Syndrome,0
1274,1267,1,Migraine Disorders,:Migraine Disorders,0
1270,1267,1,Epilepsy,:Epilepsy,0
1269,1267,1,Cerebral Palsy,:Cerebral Palsy,0
1268,1267,5,Angelman Syndrome,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome,0
1276,1267,5,Tourette Syndrome,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Tourette Syndrome,0
1274,1267,5,Migraine Disorders,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Migraine Disorders,0
1270,1267,5,Epilepsy,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Epilepsy,0
1269,1267,5,Cerebral Palsy,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy,0
12681,1268,5,Known Angelman Syndrome,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome:Known Angelman Syndrome,1
12682,1268,5,No Angelman Syndrome,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome:No Angelman Syndrome,1
12681,1268,4,Known Angelman Syndrome,:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome:Known Angelman Syndrome,1
12682,1268,4,No Angelman Syndrome,:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome:No Angelman Syndrome,1
12681,1268,3,Known Angelman Syndrome,:Central Nervous System Diseases:Angelman Syndrome:Known Angelman Syndrome,1
12682,1268,3,No Angelman Syndrome,:Central Nervous System Diseases:Angelman Syndrome:No Angelman Syndrome,1
12681,1268,2,Known Angelman Syndrome,:Angelman Syndrome:Known Angelman Syndrome,1
12682,1268,2,No Angelman Syndrome,:Angelman Syndrome:No Angelman Syndrome,1
12681,1268,1,Known Angelman Syndrome,:Known Angelman Syndrome,1
12682,1268,1,No Angelman Syndrome,:No Angelman Syndrome,1
12681,1268,6,Known Angelman Syndrome,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome:Known Angelman Syndrome,1
12682,1268,6,No Angelman Syndrome,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Angelman Syndrome:No Angelman Syndrome,1
12691,1269,5,Known Cerebral Palsy,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy:Known Cerebral Palsy,1
12692,1269,5,No Cerebral Palsy,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy:No Cerebral Palsy,1
12691,1269,4,Known Cerebral Palsy,:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy:Known Cerebral Palsy,1
12692,1269,4,No Cerebral Palsy,:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy:No Cerebral Palsy,1
12691,1269,3,Known Cerebral Palsy,:Central Nervous System Diseases:Cerebral Palsy:Known Cerebral Palsy,1
12692,1269,3,No Cerebral Palsy,:Central Nervous System Diseases:Cerebral Palsy:No Cerebral Palsy,1
12691,1269,2,Known Cerebral Palsy,:Cerebral Palsy:Known Cerebral Palsy,1
12692,1269,2,No Cerebral Palsy,:Cerebral Palsy:No Cerebral Palsy,1
12691,1269,1,Known Cerebral Palsy,:Known Cerebral Palsy,1
12692,1269,1,No Cerebral Palsy,:No Cerebral Palsy,1
12691,1269,6,Known Cerebral Palsy,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy:Known Cerebral Palsy,1
12692,1269,6,No Cerebral Palsy,:Medical History:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Cerebral Palsy:No Cerebral Palsy,1
1272,1270,5,Seizures,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Epilepsy:Seizures,0
12702,1270,5,No Faints/Blackouts,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Epilepsy:No Faints/Blackouts,1
12701,1270,5,Faints/Blackouts,:Comorbidities:Nervous System Diseases:Central Nervous System Diseases:Epilepsy:Faints/Blackouts,1
